,Filename,Train,Val,Variance,Skewness,Kurtosis,L2 Norm,Gini Coef,Entropy,Phi
0,0,0.19943734,0.18089579,2.0881166881842814,5.2735563791114615,26.984253647797072,8.871479225174884,-0.9511563406259882,0.2530673318741798,0.04479187067626138
1,0,0.16454972,0.14452206,1.2261250661227194,5.156735372538894,25.895917508934367,6.793495662654906,-0.9578550146103367,0.2530673318741798,0.06599858841630528
2,0,0.12927333,0.11015997,0.9229451189888879,4.9356341595013085,23.805969598490524,5.9056993634460815,-0.9541692635391184,0.2530673318741798,0.08425111099826445
3,0,0.097055614,0.080784574,0.9229477399350867,4.804621930542974,22.53836126975441,5.911582064992841,-0.9526000760509066,0.2530673318741798,0.10355118567721781
4,0,0.07085054,0.05940671,2.033505689694758,5.14158066697357,25.762907768324663,8.75758771568947,-0.9553262616653205,0.2530673318741798,0.1259114423837565
5,0,0.053271864,0.04749555,3.0634186578120697,5.219817410171017,26.49275557006913,10.745630964717062,-0.9554439639141393,0.2530673318741798,0.15927827505340447
6,0,0.04456507,0.042591713,3.257842197026285,5.171483511850037,26.046731454334548,11.085500418647355,-0.9549664331904609,0.2530673318741798,0.1671892483552442
7,0,0.041426882,0.040362433,2.7310640352283038,5.054782848508962,24.945919986322185,10.15352889226765,-0.9550210414412543,0.2530673318741798,0.14692270700112256
8,0,0.039999027,0.038155444,1.5196733648660437,4.652406436978739,21.035478551081958,7.590743250969545,-0.9519149485686332,0.2530673318741798,0.13470804139401477
9,0,0.038144212,0.035268016,1.1349197738129548,4.474120408322627,19.241536670253957,6.563713131978053,-0.951139957007301,0.2530673318741798,0.12358956713386478
10,0,0.03548055,0.03223128,1.2511797605163482,4.666033014624296,21.166632776421576,6.881994294326874,-0.9544708435632588,0.2530673318741798,0.11083629302159319
11,0,0.032655384,0.029780183,1.9148422128950966,5.052307151888976,24.917283728961905,8.499419872599216,-0.9549939324656692,0.2530673318741798,0.0981306052943293
12,0,0.030364042,0.028219257,2.4287923672987466,5.2611861005039176,26.861149984216116,9.558363865300503,-0.9573561494134828,0.2530673318741798,0.07849693378068333
13,0,0.028854484,0.027407736,0.694025617840695,4.64981088698988,21.00897212693229,5.130303490418385,-0.9510481166042057,0.2530673318741798,0.06126388406769876
14,0,0.027985578,0.027002642,0.15176496397619804,4.048747906204193,15.056625488933555,2.421306361032675,-0.9292939298792503,0.2145591551764051,0.05264766853293135
15,1,0.2454452,0.14210686,2.8492978170618377,4.882953469568239,24.28503246299898,10.701353393600176,-0.8485030185958754,0.5349233772048916,0.03255229913251153
16,1,0.19389038,0.10137793,0.1028130433479662,3.4713012745635825,11.580660008638239,2.0888273604507908,-0.7984878136155257,0.2145591551764051,0.023604903878067414
17,1,0.14324626,0.06514945,0.12010384859682517,2.9679555605649273,7.293657229895928,2.242565048767821,-0.8362800885683014,0.2868359830561607,0.03359096398108187
18,1,0.097603746,0.039002623,2.4505537246551095,5.146977600948468,26.10118800469392,9.679681130179398,-0.9286775012017531,0.3783870071118365,0.05877921572262234
